gene_id	gene_name	T47D_count	T47D_FPKM												
ENSG00000007047	MARK4	187	1.384657762												
ENSG00000120937	NPPB	1	0.130507239												
ENSG00000277083	PRSS3P3	0	0												
ENSG00000277087	RP5-1116H23.6	0	0												
ENSG00000088854	C20orf194	499	5.205026591												
ENSG00000271179	RP11-629P16.1	0	0												
ENSG00000235077	AC073842.19	0	0												
ENSG00000235071	RP11-759L5.2	1	0.090662686												
ENSG00000136280	CCM2	567	2.902169136												
ENSG00000136286	MYO1G	5	0.029040012												
ENSG00000037965	HOXC8	96	4.601837642												
ENSG00000235070	AC068138.1	0	0												
ENSG00000237319	RP1-136J15.1	0	0												
ENSG00000237312	RP11-475C16.2	0	0												
ENSG00000267628	RP11-1136J12.1	0	0												
ENSG00000238084	RP3-469D22.1	29	5.493734271												
ENSG00000237316	RP1-288L1.4	0	0												
ENSG00000237317	RP4-809F4.1	0	0												
ENSG00000237314	RPL12P39	0	0												
ENSG00000269839	CTD-3233P19.7	0	0												
ENSG00000272562	RP11-396C23.4	1	0.184840865												
ENSG00000272563	RP11-480C16.1	2	0.052612271												
ENSG00000272566	RP11-462G22.2	0	0												
ENSG00000272567	RP11-73K9.3	0	0												
ENSG00000272564	RP11-548P2.2	0	0												
ENSG00000205758	CRYZL1	244	1.578736528												
ENSG00000205755	CRLF2	0	0												
ENSG00000272569	OR5BL1P	0	0												
ENSG00000259533	RP11-630H24.3	0	0												
ENSG00000249551	RP11-2N5.2	0	0												
ENSG00000249550	LINC01234	5	0.080120834												
ENSG00000249553	PPP2R2B-IT1	0	0												
ENSG00000249555	TMEM248P1	0	0												
ENSG00000249557	HSPD1P15	0	0												
ENSG00000241769	LINC00893	7	0.072826565												
ENSG00000241767	LINC01324	0	0												
ENSG00000241764	AC002467.7	5	0.243290078												
ENSG00000241765	RPS26P45	1	0.266388305												
ENSG00000143570	SLC39A1	2733	21.33224372												
ENSG00000163820	FYCO1	815	4.261889739												
ENSG00000239641	PLS1-AS1	0	0												
ENSG00000241499	RP11-85G20.2	0	0												
ENSG00000268879	IGFL1P1	0	0												
ENSG00000268873	RP11-138H11.1	1	0.156970578												
ENSG00000268870	CTD-3105H18.16	0	0												
ENSG00000241494	RP11-796G6.1	21	4.341383735												
ENSG00000163825	RTP3	0	0												
ENSG00000250951	USP9YP1	0	0												
ENSG00000165821	SALL2	79	0.576665541												
ENSG00000165828	PRAP1	0	0												
ENSG00000226927	RP11-302I18.3	0	0												
ENSG00000265327	RN7SL411P	0	0												
ENSG00000276023	DUSP14	568	13.20822964												
ENSG00000223537	RP5-919F19.5	0	0												
ENSG00000271032	CTD-2527I21.14	3	0.516385526												
ENSG00000271035	CTD-2269E23.3	0	0												
ENSG00000276026	RP4-545L17.11	1	0.433358965												
ENSG00000271036	CLPTM1LP1	0	0												
ENSG00000231892	AC073316.2	0	0												
ENSG00000215182	MUC5AC	3	0.015567331												
ENSG00000139146	FAM60A	494	5.832843005												
ENSG00000224415	RP11-401L13.4	19	2.91113251												
ENSG00000224414	AC010886.2	0	0												
ENSG00000273769	LCA10	1	0.041319354												
ENSG00000224416	IFNA22P	0	0												
ENSG00000224411	HSP90AA2P	753	31.04953517												
ENSG00000224410	AC097499.2	0	0												
ENSG00000224413	AP001476.2	0	0												
ENSG00000273763	RP11-420C9.1	1	0.372724378												
ENSG00000278514	AC068831.16	0	0												
ENSG00000273760	CH17-360D5.3	0	0												
ENSG00000224419	KRT18P27	0	0												
ENSG00000224418	STK24-AS1	12	0.85021317												
ENSG00000273765	RP11-370I10.11	3	0.593054119												
ENSG00000261184	RP11-196O2.1	0	0												
ENSG00000137628	DDX60	221	2.677515065												
ENSG00000198840	MT-ND3	0	0												
ENSG00000198841	KTI12	79	4.173591622												
ENSG00000198842	DUSP27	0	0												
ENSG00000198843	SELT	2122	21.64569017												
ENSG00000198844	ARHGEF15	0	0												
ENSG00000198846	TOX	0	0												
ENSG00000130939	UBE4B	783	6.326515476												
ENSG00000198848	CES1	2	0.031790812												
ENSG00000268296	CTD-2579N5.3	0	0												
ENSG00000268295	POLR3GP1	1	0.347019248												
ENSG00000130935	NOL11	1813	20.28776006												
ENSG00000268293	CTD-2623H2.7	1	0.264830479												
ENSG00000268292	AC006547.15	0	0												
ENSG00000233549	CYCSP35	0	0												
ENSG00000233548	CYCSP44	0	0												
ENSG00000233543	CHTF8P1	0	0												
ENSG00000173451	THAP2	53	0.670272325												
ENSG00000173452	TMEM196	0	0												
ENSG00000233540	DNM3-IT1	0	0												
ENSG00000233547	RP11-57H14.2	2	0.393791408												
ENSG00000233546	PRYP5	0	0												
ENSG00000122304	PRM2	0	0												
ENSG00000233544	EIF3KP2	0	0												
ENSG00000235268	KDM4E	0	0												
ENSG00000235269	AL162759.1	0	0												
ENSG00000121653	MAPK8IP1	225	5.155348786												
ENSG00000235263	RP13-392I16.1	0	0												
ENSG00000235264	RPL5P28	0	0												
ENSG00000174109	C16orf91	237	10.8222445												
ENSG00000235267	AC074117.13	0	0												
ENSG00000275642	Metazoa_SRP	0	0												
ENSG00000275643	RBM22P6	0	0												
ENSG00000275647	RP11-209D20.2	1	0.275294905												
ENSG00000275645	RP11-817O13.9	3	0.64980571												
ENSG00000275649	RP11-286O1.1	0	0												
ENSG00000254048	RP11-328K2.1	0	0												
ENSG00000268129	RP11-91G21.1	8	1.291232836												
ENSG00000231944	PHKA1-AS1	0	0												
ENSG00000231947	MTND2P24	0	0												
ENSG00000236424	TSPY10	0	0												
ENSG00000175857	GAPT	0	0												
ENSG00000231943	PGM5P4-AS1	0	0												
ENSG00000231942	HNRNPA1P36	1	0.094839815												
ENSG00000268120	CTD-3193O13.11	1	0.135790141												
ENSG00000231949	RP4-591L5.2	0	0												
ENSG00000231948	HS1BP3-IT1	0	0												
ENSG00000117632	STMN1	4464	41.76676575												
ENSG00000231896	AC019185.4	0	0												
ENSG00000270474	IGHV3-29	0	0												
ENSG00000215313	RPL6P30	0	0												
ENSG00000170370	EMX2	0	0												
ENSG00000110063	DCPS	527	11.98399518												
ENSG00000110060	PUS3	429	11.76802588												
ENSG00000170373	CST1	0	0												
ENSG00000110066	SUV420H1	637	3.33049579												
ENSG00000204361	NXPE2	0	0												
ENSG00000236708	AC073316.1	0	0												
ENSG00000277869	RP11-250H24.7	0	0												
ENSG00000265749	RP11-849F2.5	7	0.381124232												
ENSG00000265746	KYNUP2	0	0												
ENSG00000277865	GOLGA6L22	0	0												
ENSG00000277866	CTC-311G1.2	0	0												
ENSG00000265745	RN7SL375P	0	0												
ENSG00000265743	RP11-848P1.3	0	0												
ENSG00000265740	RN7SL339P	0	0												
ENSG00000277863	RP11-282A11.4	0	0												
ENSG00000075856	SART3	1598	11.89576962												
ENSG00000236709	DAPK1-IT1	0	0												
ENSG00000231894	WDR95P	0	0												
ENSG00000215184	RP11-8L18.2	0	0												
ENSG00000145888	GLRA1	3	0.071667226												
ENSG00000145882	PCYOX1L	511	5.299061873												
ENSG00000270073	TSPY6P	0	0												
ENSG00000270071	AP001172.2	0	0												
ENSG00000270076	AF131215.8	0	0												
ENSG00000270077	KB-1958F4.1	0	0												
ENSG00000270074	RP11-351I21.11	0	0												
ENSG00000129083	COPB1	1872	21.79085218												
ENSG00000269989	RP11-635N19.3	0	0												
ENSG00000269980	RP11-282O18.7	0	0												
ENSG00000269981	RP11-34P13.16	31	9.883985016												
ENSG00000269982	RP11-1020A11.2	39	0.923733551												
ENSG00000269983	RP11-497H16.9	3	0.378299146												
ENSG00000269984	RP11-362K14.5	75	2.160784355												
ENSG00000269985	RP1-232P20.1	1	0.051373808												
ENSG00000269986	RP11-96H17.3	0	0												
ENSG00000269987	RP3-430N8.11	0	0												
ENSG00000234136	AC055764.1	0	0												
ENSG00000234135	RPL23AP83	1	0.191484194												
ENSG00000259346	RP11-349G13.2	0	0												
ENSG00000234132	RP11-168O16.2	0	0												
ENSG00000234131	TCEB1P8	0	0												
ENSG00000234130	RP13-88F20.1	13	0.421010177												
ENSG00000234139	RP4-550H1.4	0	0												
ENSG00000274510	Metazoa_SRP	0	0												
ENSG00000274512	TBC1D3L	47	1.103139521												
ENSG00000274515	CTD-2026K11.5	1	0.21411826												
ENSG00000259343	TMC3-AS1	18	0.929781683												
ENSG00000274516	FAM74A6	0	0												
ENSG00000259342	RP11-519G16.5	0	0												
ENSG00000065675	PRKCQ	1	0.027487716												
ENSG00000144821	MYH15	1	0.011414244												
ENSG00000144820	ADGRG7	0	0												
ENSG00000144827	ABHD10	535	8.773026153												
ENSG00000144824	PHLDB2	61	0.194823249												
ENSG00000143839	REN	1	0.062592967												
ENSG00000171425	ZNF581	112	3.127268527												
ENSG00000171421	MRPL36	181	6.050107864												
ENSG00000111331	OAS3	3495	28.07371551												
ENSG00000111335	OAS2	681	5.82295116												
ENSG00000139567	ACVRL1	0	0												
ENSG00000111339	ART4	0	0												
ENSG00000135414	GDF11	445	4.234014287												
ENSG00000135413	LACRT	0	0												
ENSG00000242797	GLYCTK-AS1	9	0.430281755												
ENSG00000223815	DIAPH3-AS2	0	0												
ENSG00000102144	PGK1	4388	60.36718956												
ENSG00000102145	GATA1	2	0.103629318												
ENSG00000214867	SRSF9P1	0	0												
ENSG00000214866	DCDC2C	0	0												
ENSG00000105499	PLA2G4C	6	0.042497838												
ENSG00000214860	EVPLL	86	2.908982307												
ENSG00000105497	ZNF175	62	0.618633993												
ENSG00000214869	TPM3P4	1	0.119962945												
ENSG00000105492	SIGLEC6	0	0												
ENSG00000075142	SRI	435	5.815678178												
ENSG00000253520	RP11-798K23.5	0	0												
ENSG00000217258	AC007249.3	0	0												
ENSG00000220884	MESTP1	0	0												
ENSG00000271853	RP1-178F15.5	17	0.948450564												
ENSG00000118113	MMP8	0	0												
ENSG00000271851	RP11-565F19.2	5	0.190717285												
ENSG00000271850	RP11-16D22.2	0	0												
ENSG00000271857	RP1-244F24.1	9	0.879130145												
ENSG00000263370	RP11-68I3.5	0	0												
ENSG00000271855	RP11-214N9.1	4	0.412988381												
ENSG00000271858	CYB561D2	10	0.339402424												
ENSG00000219926	RP11-394A14.2	0	0												
ENSG00000042062	FAM65C	138	1.451001015												
ENSG00000260139	CSPG4P13	1	0.01782563												
ENSG00000005108	THSD7A	11	0.054378081												
ENSG00000131910	NR0B2	1	0.078349502												
ENSG00000131914	LIN28A	739	9.446225684												
ENSG00000279523	RP11-461O7.2	0	0												
ENSG00000233013	FAM157B	10	0.314746496												
ENSG00000279521	RP11-314P15.1	0	0												
ENSG00000078043	PIAS2	330	1.422873356												
ENSG00000181718	OR5T2	1	0.083862985												
ENSG00000172197	MBOAT1	361	18.22119013												
ENSG00000142871	CYR61	397	11.45590493												
ENSG00000142875	PRKACB	209	1.187493121												
ENSG00000245164	LINC00861	0	0												
ENSG00000215403	LL22NC01-81G9.3	0	0												
ENSG00000226320	AC018359.1	0	0												
ENSG00000215409	RP11-748L13.2	0	0												
ENSG00000259454	WBP1LP5	0	0												
ENSG00000115540	MOB4	271	3.092147007												
ENSG00000119242	CCDC92	486	3.423124719												
ENSG00000259450	RP11-265N7.1	0	0												
ENSG00000259453	RP11-815J21.1	0	0												
ENSG00000259452	RP11-138H8.4	0	0												
ENSG00000115548	KDM3A	370	1.501199424												
ENSG00000259459	RP11-321G12.1	218	8.136863776												
ENSG00000259458	MGC15885	0	0												
ENSG00000258325	RP4-816N1.6	2	0.150953373												
ENSG00000258320	RP11-274M17.1	0	0												
ENSG00000258323	RP1-267L14.3	0	0												
ENSG00000250030	RP11-584P21.4	3	0.881879178												
ENSG00000264475	RP11-76K13.3	0	0												
ENSG00000226329	AC005682.6	0	0												
ENSG00000143398	PIP5K1A	1536	10.1574555												
ENSG00000036565	SLC18A1	1	0.013045085												
ENSG00000221823	PPP3R1	512	12.75783718												
ENSG00000231052	RP11-91N2.3	0	0												
ENSG00000221821	C6orf226	68	11.15477961												
ENSG00000237166	AC007163.3	0	0												
ENSG00000221826	PSG3	3	0.051200525												
ENSG00000232369	RP5-882O7.4	1	0.184089479												
ENSG00000237161	RP11-32B5.1	1	0.058471287												
ENSG00000221829	FANCG	662	9.369282706												
ENSG00000077549	CAPZB	1547	24.19378905												
ENSG00000073849	ST6GAL1	986	4.952193646												
ENSG00000149507	OOSP2	0	0												
ENSG00000145063	AC062028.1	6	0.140287854												
ENSG00000272009	RP1-313I6.12	22	2.90393309												
ENSG00000272008	RP11-393I2.4	8	0.175522564												
ENSG00000138769	CDKL2	0	0												
ENSG00000138768	USO1	1307	18.86054326												
ENSG00000133519	ZDHHC8P1	67	1.180324187												
ENSG00000141994	DUS3L	202	1.945672618												
ENSG00000138760	SCARB2	1785	22.80376995												
ENSG00000138767	CNOT6L	96	0.621718732												
ENSG00000272004	RP11-345P4.10	1	0.226430059												
ENSG00000138764	CCNG2	410	3.705176788												
ENSG00000277463	CTD-3035K23.6	3	0.642124791												
ENSG00000260057	LINC01571	0	0												
ENSG00000260051	LA16c-390E6.4	5	0.794320762												
ENSG00000260053	ABCB10P4	2	0.082941414												
ENSG00000260052	CTC-527H23.3	1	0.16803715												
ENSG00000177938	CAPZA3	6	0.499848075												
ENSG00000260059	RP11-231E19.1	1	0.03276846												
ENSG00000260058	RP11-279O17.3	0	0												
ENSG00000101558	VAPA	1196	7.590856462												
ENSG00000196459	TRAPPC2	235	1.998822475												
ENSG00000125798	FOXA2	1	0.033884034												
ENSG00000101557	USP14	1072	9.28370743												
ENSG00000234906	APOC2	0	0												
ENSG00000234902	AC007879.2	1	0.075101181												
ENSG00000234903	AC133104.2	0	0												
ENSG00000234900	RP1-278O22.2	0	0												
ENSG00000234901	MTND6P13	0	0												
ENSG00000234551	LINC01309	0	0												
ENSG00000104881	PPP1R13L	860	8.604823308												
ENSG00000120697	ALG5	293	9.008956452												
ENSG00000173715	C11orf80	365	4.290109801												
ENSG00000143751	SDE2	482	10.98000014												
ENSG00000234207	AC096570.2	0	0												
ENSG00000228626	RP11-495P10.9	0	0												
ENSG00000236212	AC009262.2	0	0												
ENSG00000236213	AC006369.2	0	0												
ENSG00000236216	PPP1R11P1	0	0												
ENSG00000236217	C1DP2	0	0												
ENSG00000104885	DOT1L	972	5.925365745												
ENSG00000234306	RP11-271F18.1	0	0												
ENSG00000250919	UGT2B26P	2	0.112302571												
ENSG00000197321	SVIL	397	2.846063627												
ENSG00000157259	GATAD1	351	5.305172664												
ENSG00000234203	RP5-1050D4.2	0	0												
ENSG00000148468	FAM171A1	0	0												
ENSG00000228622	RP1-302D9.1	0	0												
ENSG00000138185	ENTPD1	26	0.222585696												
ENSG00000104886	PLEKHJ1	667	4.908756201												
ENSG00000138182	KIF20B	1131	14.03685987												
ENSG00000138180	CEP55	1623	41.30521524												
ENSG00000104889	RNASEH2A	704	17.84151215												
ENSG00000234553	AC022431.3	0	0												
ENSG00000265428	RP1-56K13.6	0	0												
ENSG00000116221	MRPL37	1163	29.573309												
ENSG00000104450	SPAG1	352	3.990717598												
ENSG00000135355	GJA10	0	0												
ENSG00000107185	RGP1	823	9.47289492												
ENSG00000107187	LHX3	0	0												
ENSG00000107186	MPDZ	619	2.730596253												
ENSG00000234208	CTA-256D12.11	0	0												
ENSG00000085552	IGSF9	832	7.807878327												
ENSG00000217716	RPS10P3	69	12.64779427												
ENSG00000218965	NACAP7	0	0												
ENSG00000224999	VTA1P1	0	0												
ENSG00000224995	LINC01526	0	0												
ENSG00000130175	PRKCSH	2456	20.40674856												
ENSG00000217718	AC064847.4	0	0												
ENSG00000224992	RP11-295G24.5	0	0												
ENSG00000224993	RPL29P12	0	0												
ENSG00000196990	FAM163B	0	0												
ENSG00000213005	PTTG3P	5	0.74713339												
ENSG00000196993	NPIPB9	29	1.236931221												
ENSG00000213003	BTF3P12	1	0.193117322												
ENSG00000196998	WDR45	295	1.299816106												
ENSG00000100207	TCF20	591	3.555848261												
ENSG00000100206	DMC1	28	0.551181078												
ENSG00000100201	DDX17	6613	38.71298238												
ENSG00000281741	AC241377.2	4	0.332895966												
ENSG00000104980	TIMM44	665	6.474869843												
ENSG00000197021	CXorf40B	192	2.865624297												
ENSG00000104983	CCDC61	48	1.124866536												
ENSG00000100209	HSCB	94	2.546134388												
ENSG00000197024	ZNF398	188	1.570873101												
ENSG00000260943	RP11-476D10.1	0	0												
ENSG00000151657	KIN	248	2.772420806												
ENSG00000260941	LINC00622	0	0												
ENSG00000151655	ITIH2	2	0.034327089												
ENSG00000260947	RP11-384P7.7	0	0												
ENSG00000260945	RP11-916L7.1	0	0												
ENSG00000260944	FOXC2-AS1	0	0												
ENSG00000260949	KB-1836B5.1	9	0.894570411												
ENSG00000260948	RP11-552M11.8	14	0.626651744												
ENSG00000236531	RP5-945F2.2	0	0												
ENSG00000236411	NDUFAF4P3	0	0												
ENSG00000238118	SLC25A24P2	5	0.887770263												
ENSG00000235749	RP11-634B7.4	0	0												
ENSG00000235748	SEPT14P12	1	0.161735757												
ENSG00000261096	RP11-690I21.2	0	0												
ENSG00000261097	LINC00563	0	0												
ENSG00000261094	RP11-355O1.11	19	0.591840149												
ENSG00000238116	RP3-347M6.2	0	0												
ENSG00000261092	RP11-21B23.2	0	0												
ENSG00000261093	CTD-3126B10.1	0	0												
ENSG00000238113	LINC01410	46	1.181992125												
ENSG00000236417	CTSLP1	1	0.090391241												
ENSG00000203690	TCP10	0	0												
ENSG00000156920	ADGRG4	2	0.017294639												
ENSG00000280309	RP11-60L3.3	0	0												
ENSG00000280308	AF111168.2	1	0.241525397												
ENSG00000156925	ZIC3	18	0.289041903												
ENSG00000236414	AC004535.2	0	0												
ENSG00000203697	CAPN8	36	0.458032117												
ENSG00000280303	ERICD	7	0.316430153												
ENSG00000156928	MALSU1	400	7.189429485												
ENSG00000106588	PSMA2	1900	24.17741316												
ENSG00000280300	RP11-338K17.10	7	1.154480141												
ENSG00000280307	RP11-665E10.4	0	0												
ENSG00000112902	SEMA5A	0	0												
ENSG00000280305	CTD-2351A16.1	0	0												
ENSG00000236534	H3F3BP1	1	0.224744476												
ENSG00000124762	CDKN1A	532	7.713856146												
ENSG00000124766	SOX4	1023	15.83207757												
ENSG00000124767	GLO1	3038	71.24923816												
ENSG00000182866	LCK	4	0.041808936												
ENSG00000226854	RP11-212D3.4	0	0												
ENSG00000169488	OR4K15	0	0												
ENSG00000169484	OR4K14	0	0												
ENSG00000140807	NKD1	1	0.009818106												
ENSG00000196260	SFTA2	0	0												
ENSG00000251228	RP11-192C21.3	0	0												
ENSG00000251229	RP11-503N18.5	2	0.201271164												
ENSG00000251223	MTCO1P9	0	0												
ENSG00000251220	RFPL4AP3	0	0												
ENSG00000251221	LINC01337	2	0.411691017												
ENSG00000251226	RP11-469N6.1	0	0												
ENSG00000251224	CNOT10-AS1	0	0												
ENSG00000253409	TRBV7-4	0	0												
ENSG00000211716	TRBV9	0	0												
ENSG00000211717	TRBV10-1	0	0												
ENSG00000211714	TRBV7-3	0	0												
ENSG00000211715	TRBV5-3	0	0												
ENSG00000211713	TRBV6-4	0	0												
ENSG00000211710	TRBV4-1	0	0												
ENSG00000169733	RFNG	601	4.285121418												
ENSG00000215878	MARCKSL1P2	0	0												
ENSG00000278083	RP11-525G12.1	0	0												
ENSG00000215875	ST13P20	0	0												
ENSG00000215874	CAPNS1P1	0	0												
ENSG00000078900	TP73	335	2.325553986												
ENSG00000078902	TOLLIP	512	2.944926653												
ENSG00000266479	CTD-2515C13.1	1	0.371196819												
ENSG00000266477	RN7SL616P	0	0												
ENSG00000253403	RP11-348M17.2	0	0												
ENSG00000266473	RP11-401F2.3	3	0.394221751												
ENSG00000266472	MRPS21	438	22.58610882												
ENSG00000168280	KIF5C	4	0.03583564												
ENSG00000168283	BMI1	675	8.858234088												
ENSG00000168282	MGAT2	894	30.12743534												
ENSG00000227207	RPL31P12	0	0												
ENSG00000168286	THAP11	648	27.75636437												
ENSG00000168288	MMADHC	954	24.59022929												
ENSG00000262543	RP3-422G23.4	0	0												
ENSG00000228190	RPL23AP16	0	0												
ENSG00000177689	MAGEB10	1	0.027101144												
ENSG00000228192	RP11-342M1.3	6	0.29353585												
ENSG00000228193	TCEB1P14	0	0												
ENSG00000228194	CTA-415G2.2	0	0												
ENSG00000228195	RPL5P27	0	0												
ENSG00000228196	PTPN2P1	1	0.084488828												
ENSG00000167555	ZNF528	157	0.819158747												
ENSG00000228198	OR2M3	0	0												
ENSG00000225112	RP11-295P9.6	0	0												
ENSG00000225111	AC083900.1	0	0												
ENSG00000225110	LL0XNC01-16G2.1	0	0												
ENSG00000225117	ARSDP1	0	0												
ENSG00000225116	RP11-137F15.1	0	0												
ENSG00000240935	PLGLA	0	0												
ENSG00000240616	RPS6P25	4	0.484212313												
ENSG00000052723	SIKE1	301	2.761754825												
ENSG00000149781	FERMT3	37	0.543629175												
ENSG00000240611	CTB-49A3.1	0	0												
ENSG00000149782	PLCB3	1136	16.14846035												
ENSG00000250645	CTD-2228K2.1	2	0.44507137												
ENSG00000250644	RP11-295K3.1	22	1.998092377												
ENSG00000240613	RN7SL98P	0	0												
ENSG00000250643	RP11-93K22.6	2	0.388721132												
ENSG00000163618	CADPS	2	0.00694624												
ENSG00000109519	GRPEL1	302	4.724659709												
ENSG00000250579	CTD-2297D10.2	0	0												
ENSG00000187999	HNRNPA1P61	0	0												
ENSG00000250641	XXbac-BPG32J3.19	0	0												
ENSG00000250571	GLI4	203	1.956347414												
ENSG00000228440	MTND5P6	0	0												
ENSG00000250572	RP11-529H2.1	0	0												
ENSG00000250575	RP4-669L17.8	2	0.146201814												
ENSG00000187997	C17orf99	2	0.03799959												
ENSG00000187994	RINL	13	0.176008441												
ENSG00000250576	CTD-2154B17.1	0	0												
ENSG00000220695	RP1-121G13.3	8	0.932280078												
ENSG00000162877	PM20D1	0	0												
ENSG00000181778	TMEM252	0	0												
ENSG00000142405	NLRP12	0	0												
ENSG00000162873	KLHDC8A	2	0.021389072												
ENSG00000185842	DNAH14	356	1.310408629												
ENSG00000142409	ZNF787	514	11.72961803												
ENSG00000142408	CACNG8	8	0.082814865												
ENSG00000162878	PKDCC	5	0.052384917												
ENSG00000185847	LINC01405	4	0.198896656												
ENSG00000184719	RNLS	29	0.525516306												
ENSG00000221125	U3	0	0												
ENSG00000149257	SERPINH1	1420	11.46723584												
ENSG00000149256	TENM4	5	0.01916781												
ENSG00000234457	AC006960.5	0	0												
ENSG00000263859	RP11-498C9.16	0	0												
ENSG00000184716	SERINC4	33	0.531991418												
ENSG00000167994	RAB3IL1	52	1.015895384												
ENSG00000167995	BEST1	274	1.702875596												
ENSG00000167996	FTH1	7927	117.7293964												
ENSG00000167992	VWCE	24	0.235735128												
ENSG00000163479	SSR2	2774	16.51465725												
ENSG00000267708	RP11-147L13.7	0	0												
ENSG00000267709	AC024592.9	0	0												
ENSG00000127445	PIN1	471	5.049656983												
ENSG00000267704	FRG2LP	0	0												
ENSG00000267705	RP11-108P20.3	0	0												
ENSG00000267706	CTD-2105E13.6	0	0												
ENSG00000267707	RP11-95O2.5	1	0.129204028												
ENSG00000267702	RP11-53B2.2	36	0.773384242												
ENSG00000267703	CTD-2013N17.4	0	0												
ENSG00000263639	MSMB	1	0.12356347												
ENSG00000263635	RP11-805F19.2	0	0												
ENSG00000263637	RP11-106E15.1	0	0												
ENSG00000118655	DCLRE1B	238	3.091977455												
ENSG00000245281	CTD-2547L16.1	6	0.193840477												
ENSG00000150893	FREM2	120	0.669796798												
ENSG00000259158	ADAM20P1	1	0.018183502												
ENSG00000259154	DUX4L17	0	0												
ENSG00000259155	RP11-831F12.3	7	1.207256376												
ENSG00000253172	CTC-209H22.3	0	0												
ENSG00000259157	RP11-280K24.6	0	0												
ENSG00000253174	RP11-360L9.7	0	0												
ENSG00000259151	CAP2P1	0	0												
ENSG00000259152	RP11-100M12.2	0	0												
ENSG00000253177	RP11-100L22.1	0	0												
ENSG00000213822	CEACAM18	0	0												
ENSG00000213820	RPL13P2	1	0.137438579												
ENSG00000225809	RBMY2KP	0	0												
ENSG00000225808	DNAJC19P5	0	0												
ENSG00000280890	ELDR	0	0												
ENSG00000280896	Metazoa_SRP	0	0												
ENSG00000225801	RABEPKP1	0	0												
ENSG00000050767	COL23A1	1	0.019112054												
ENSG00000244486	SCARF2	41	0.621455878												
ENSG00000225802	WARSP1	0	0												
ENSG00000244480	AC005154.7	9	0.585034921												
ENSG00000244482	LILRA6	1	0.024672303												
ENSG00000225806	RP1-309F20.3	16	0.840406338												
ENSG00000229311	RP11-475I24.8	0	0												
ENSG00000229310	RPP40P1	0	0												
ENSG00000229313	RP3-425P12.5	0	0												
ENSG00000229312	RP11-470P21.2	0	0												
ENSG00000229315	MCHR2-AS1	0	0												
ENSG00000229314	ORM1	3	0.259922284												
ENSG00000229316	HMGB1P45	0	0												
ENSG00000158714	SLAMF8	2	0.042392709												
ENSG00000158715	SLC45A3	168	4.109265387												
ENSG00000158716	DUSP23	278	22.3165676												
ENSG00000158717	RNF166	285	2.599153503												
ENSG00000158710	TAGLN2	5176	151.5818114												
ENSG00000158711	ELK4	688	4.500394399												
ENSG00000055044	NOP58	1187	23.33560476												
ENSG00000107281	NPDC1	2557	51.90279757												
ENSG00000278068	RP11-15E1.6	0	0												
ENSG00000227403	AC009299.3	51	1.490672396												
ENSG00000227401	RPL37P1	0	0												
ENSG00000227400	AC012501.2	0	0												
ENSG00000227407	AC008746.3	1	0.171213656												
ENSG00000227406	RNF6P1	0	0												
ENSG00000242880	RP11-190P13.2	0	0												
ENSG00000227404	KRT8P20	2	0.128562135												
ENSG00000080503	SMARCA2	526	2.210297312												
ENSG00000227409	ZMYM4-AS1	0	0												
ENSG00000227408	AMYP1	0	0												
ENSG00000155760	FZD7	103	2.416889916												
ENSG00000242889	RN7SL449P	1	0.316685398												
ENSG00000244734	HBB	0	0												
ENSG00000182000	RP11-651P23.2	0	0												
ENSG00000244732	RN7SL870P	0	0												
ENSG00000244733	RP11-506M13.3	137	6.753102187												
ENSG00000244730	RP13-1056D16.2	0	0												
ENSG00000182004	SNRPE	655	20.62983091												
ENSG00000282793	RP11-14C10.4	0	0												
ENSG00000157895	C12orf43	220	1.653758556												
ENSG00000157890	MEGF11	15	0.089449358												
ENSG00000282795	UBE2NL	0	0												
ENSG00000186710	CFAP73	41	1.459346467												
ENSG00000186716	BCR	759	3.304390442												
ENSG00000186715	MST1L	12	0.139447181												
ENSG00000186714	CCDC73	3	0.031440999												
ENSG00000108468	CBX1	1041	25.28524494												
ENSG00000122678	POLM	398	2.560875556												
ENSG00000122679	RAMP3	0	0												
ENSG00000165591	FAAH2	65	2.278675788												
ENSG00000176289	IDSP1	4	0.963273432												
ENSG00000232963	HMGN2P20	0	0												
ENSG00000164649	CDCA7L	689	7.989439325												
ENSG00000232964	RP11-543E8.1	0	0												
ENSG00000232965	RPS12P18	0	0												
ENSG00000178363	CALML3	0	0												
ENSG00000257086	RP11-783K16.13	10	1.061577572												
ENSG00000232969	AP001062.9	2	1.426331083												
ENSG00000257083	RP11-123O10.3	0	0												
ENSG00000206107	KRTAP27-1	0	0												
ENSG00000206106	KRTAP22-2	0	0												
ENSG00000206105	KRTAP20-4	0	0												
ENSG00000206104	KRTAP20-3	0	0												
ENSG00000206102	KRTAP19-8	0	0												
ENSG00000242779	ZNF702P	110	1.141483817												
ENSG00000155495	MAGEC1	0	0												
ENSG00000256937	KRT17P8	0	0												
ENSG00000273644	ABC7-481722F1.1	0	0												
ENSG00000161036	LRWD1	258	2.533579242												
ENSG00000161031	PGLYRP2	37	0.696546071												
ENSG00000224342	AC007879.1	0	0												
ENSG00000153363	LINC00467	228	4.248931301												
ENSG00000254687	RP11-162D9.3	0	0												
ENSG00000254686	RP1-276E15.1	0	0												
ENSG00000254685	FPGT	219	2.55680809												
ENSG00000254684	RP11-882I15.1	0	0												
