gene_id	gene_name	MCF7_count	MCF7_FPKM																			
ENSG00000255071	SAA2-SAA4	6	0.702908407																			
ENSG00000255070	OSBPL9P3	0	0																			
ENSG00000255076	CTD-2023J5.1	0	0																			
ENSG00000255075	CENPUP1	0	0																			
ENSG00000140839	CLEC18B	8	0.132941567																			
ENSG00000260451	GEMIN8P2	0	0																			
ENSG00000091972	CD200	0	0																			
ENSG00000256514	AP003419.11	0	0																			
ENSG00000279022	RP11-250B2.4	0	0																			
ENSG00000227929	SRGAP3-AS3	0	0																			
ENSG00000227924	RBPJP6	0	0																			
ENSG00000227925	RP11-191N8.2	0	0																			
ENSG00000227927	MACROD2-IT1	0	0																			
ENSG00000227920	RP1-153P14.5	0	0																			
ENSG00000169495	HTRA4	3	0.124644617																			
ENSG00000227922	SPTLC1P5	0	0																			
ENSG00000227923	RP5-905H7.7	0	0																			
ENSG00000260788	RP11-298D21.1	0	0																			
ENSG00000168676	KCTD19	0	0																			
ENSG00000230327	MTCO1P42	0	0																			
ENSG00000276148	RP11-278C7.4	1	0.210759058																			
ENSG00000276149	RP11-101E5.2	0	0																			
ENSG00000225275	NUP210P2	0	0																			
ENSG00000225272	RP11-466F5.4	0	0																			
ENSG00000123119	NECAB1	78	0.694931584																			
ENSG00000241261	RPL17P19	0	0																			
ENSG00000225271	RP11-66N5.2	0	0																			
ENSG00000276141	WHAMMP3	34	0.357867953																			
ENSG00000161204	ABCF3	683	4.803005101																			
ENSG00000276144	ABC12-49244600F4.4	0	0																			
ENSG00000241269	AC093620.5	0	0																			
ENSG00000225279	RP11-536C5.2	0	0																			
ENSG00000282111	RP5-1065P14.3	0	0																			
ENSG00000112115	IL17A	0	0																			
ENSG00000184166	OR1D2	0	0																			
ENSG00000260781	ARHGAP23P1	0	0																			
ENSG00000184164	CRELD2	888	10.29923793																			
ENSG00000184162	NR2C2AP	541	7.893269001																			
ENSG00000184163	FAM132A	4	0.101007823																			
ENSG00000184160	ADRA2C	198	4.621850108																			
ENSG00000260780	RP11-580I1.1	0	0																			
ENSG00000242456	RP11-12N13.4	0	0																			
ENSG00000257138	TAS2R38	0	0																			
ENSG00000279021	RP11-391L3.4	0	0																			
ENSG00000162552	WNT4	10	0.191937136																			
ENSG00000162551	ALPL	1	0.013729257																			
ENSG00000251090	OR5AC4P	0	0																			
ENSG00000268555	RP11-678G14.3	0	0																			
ENSG00000244161	FLNB-AS1	33	0.671150579																			
ENSG00000166073	GPR176	57	0.427905844																			
ENSG00000244167	RP4-733B9.1	0	0																			
ENSG00000244165	P2RY11	14	0.488029185																			
ENSG00000227987	AC092675.4	0	0																			
ENSG00000244169	RN7SL120P	0	0																			
ENSG00000126562	WNK4	2	0.026737365																			
ENSG00000110536	PTPMT1	707	10.04254736																			
ENSG00000126561	STAT5A	25	0.193843513																			
ENSG00000257139	RP11-320P7.2	0	0																			
ENSG00000168671	UGT3A2	2	0.038850029																			
ENSG00000251236	RP11-468N14.1	0	0																			
ENSG00000181541	MAB21L2	2	0.062801942																			
ENSG00000227983	BRK1P2	0	0																			
ENSG00000115353	TACR1	4	0.056066661																			
ENSG00000255929	RP11-867G2.8	0	0																			
ENSG00000255928	RP11-456I15.2	0	0																			
ENSG00000268088	AC093063.2	0	0																			
ENSG00000268089	GABRQ	2	0.028205927																			
ENSG00000255921	RP11-662I13.2	0	0																			
ENSG00000255920	CCND2-AS2	0	0																			
ENSG00000255923	RP11-983C2.1	0	0																			
ENSG00000181544	FANCB	153	3.323641797																			
ENSG00000268083	AC104534.3	0	0																			
ENSG00000268080	RP11-388K12.3	0	0																			
ENSG00000268081	RP11-678G14.2	8	1.557825343																			
ENSG00000126698	DNAJC8	1602	30.08539704																			
ENSG00000279306	RP5-915N17.11	0	0																			
ENSG00000279305	RP11-316N24.2	0	0																			
ENSG00000279304	RP11-573M3.6	0	0																			
ENSG00000279303	CH507-236L23.3	0	0																			
ENSG00000279302	RP11-16P20.4	0	0																			
ENSG00000279301	OR2T11	0	0																			
ENSG00000279300	CTD-3149D2.2	0	0																			
ENSG00000236144	TMEM147-AS1	178	1.597485229																			
ENSG00000248944	FAM90A6P	0	0																			
ENSG00000204394	VARS	1430	12.17827573																			
ENSG00000270424	RP11-1348G14.6	2	0.273291966																			
ENSG00000204396	VWA7	25	0.428954716																			
ENSG00000204397	CARD16	0	0																			
ENSG00000270421	RP11-351O1.4	0	0																			
ENSG00000204392	LSM2	382	18.94652378																			
ENSG00000270422	AL133247.3	0	0																			
ENSG00000204398	RP11-65D24.2	0	0																			
ENSG00000264577	AC010761.8	34	3.292066709																			
ENSG00000278650	RP11-275N1.3	0	0																			
ENSG00000158104	HPD	1	0.027685589																			
ENSG00000278654	RP11-434C1.4	0	0																			
ENSG00000158106	RHPN1	973	8.98045339																			
ENSG00000158109	TPRG1L	344	11.35079882																			
ENSG00000137745	MMP13	7	0.197058356																			
ENSG00000137747	TMPRSS13	563	5.477399009																			
ENSG00000157827	FMNL2	223	2.122576963																			
ENSG00000157823	AP3S2	406	2.857389474																			
ENSG00000165527	ARF6	1816	40.89870102																			
ENSG00000165526	RPUSD4	275	2.705392986																			
ENSG00000165525	NEMF	808	4.485186663																			
ENSG00000165521	EML5	146	0.816848454																			
ENSG00000253189	RP11-158A14.1	0	0																			
ENSG00000253188	TRBV6-7	0	0																			
ENSG00000253181	RP11-863K10.2	0	0																			
ENSG00000253180	RP11-410L14.1	3	0.598923104																			
ENSG00000253183	RP4-701O16.5	0	0																			
ENSG00000253182	RP11-486M23.2	0	0																			
ENSG00000154736	ADAMTS5	0	0																			
ENSG00000253184	RP11-13N12.2	0	0																			
ENSG00000154734	ADAMTS1	125	0.988517755																			
ENSG00000253186	RP11-726G23.3	0	0																			
ENSG00000182083	OR6B2	0	0																			
ENSG00000280991	RP4-655C5.7	0	0																			
ENSG00000265753	RN7SL444P	3	0.87043491																			
ENSG00000274995	RP11-321F6.2	0	0																			
ENSG00000162344	FGF19	0	0																			
ENSG00000279028	CTC-270D5.2	0	0																			
ENSG00000253452	RP11-473J6.1	0	0																			
ENSG00000253451	IGLV2-28	0	0																			
ENSG00000253457	SMIM18	1	0.085420502																			
ENSG00000253456	CTD-2363C16.2	0	0																			
ENSG00000253455	RP11-770E5.3	0	0																			
ENSG00000139508	SLC46A3	168	2.396521521																			
ENSG00000253458	IGHVII-15-1	0	0																			
ENSG00000240107	RP11-628J14.1	0	0																			
ENSG00000257563	MIR3180-3	6	0.357958154																			
ENSG00000205041	CTC-425O23.2	15	0.893059074																			
ENSG00000241343	RPL36A	233	3.549438312																			
ENSG00000081277	PKP1	366	4.108117779																			
ENSG00000205045	SLFN12L	0	0																			
ENSG00000205044	RP11-56P9.11	0	0																			
ENSG00000257569	GSTP1P1	0	0																			
ENSG00000257568	RP11-863H1.1	0	0																			
ENSG00000058272	PPP1R12A	894	3.664789058																			
ENSG00000226122	DDC-AS1	0	0																			
ENSG00000088298	EDEM2	372	12.18694555																			
ENSG00000006468	ETV1	2	0.006220502																			
ENSG00000242553	AP001432.14	3	0.502173987																			
ENSG00000159763	PIP	1	0.148792292																			
ENSG00000155463	OXA1L	1575	14.98149284																			
ENSG00000159761	C16orf86	8	0.144320814																			
ENSG00000155465	SLC7A7	6	0.041488795																			
ENSG00000260253	RP4-676L2.1	1	0.11590345																			
ENSG00000276968	RP11-90M2.5	0	0																			
ENSG00000254574	RP11-429J17.4	0	0																			
ENSG00000276963	RP11-318K12.1	0	0																			
ENSG00000276960	RP1-81D8.5	0	0																			
ENSG00000276966	HIST1H4E	9	0.526826778																			
ENSG00000260251	RP11-46D6.4	0	0																			
ENSG00000276964	DUX4L23	0	0																			
ENSG00000276965	TUG1_3	11	4.039993255																			
ENSG00000170419	VSTM2A	2	0.017533184																			
ENSG00000273306	RP11-527J8.1	5	0.695235551																			
ENSG00000273301	RP11-314B1.2	4	0.067724949																			
ENSG00000273300	AC000068.9	0	0																			
ENSG00000273302	RP11-493E12.2	5	0.550211701																			
ENSG00000254571	RP11-60I3.4	1	0.259058009																			
ENSG00000174970	OR10AG1	0	0																			
ENSG00000170412	GPRC5C	239	1.668304047																			
ENSG00000273308	RP11-496H1.2	8	1.99526627																			
ENSG00000170417	TMEM182	23	0.158085936																			
ENSG00000198429	ZNF69	50	1.142326464																			
ENSG00000178623	GPR35	12	0.101755664																			
ENSG00000134460	IL2RA	0	0																			
ENSG00000134461	ANKRD16	268	4.327214376																			
ENSG00000198420	TCAF1	1099	10.19419377																			
ENSG00000134463	ECHDC3	151	4.196598244																			
ENSG00000124875	CXCL6	0	0																			
ENSG00000160049	DFFA	666	7.856329827																			
ENSG00000078124	ACER3	437	2.244034601																			
ENSG00000243321	RP11-167H9.3	0	0																			
ENSG00000243323	PTPRVP	4	0.041538292																			
ENSG00000136826	KLF4	211	2.05602199																			
ENSG00000136827	TOR1A	620	10.17491854																			
ENSG00000136824	SMC2	1415	11.87279879																			
ENSG00000243328	RP11-520P18.1	0	0																			
ENSG00000204805	FAM27E4	0	0																			
ENSG00000136828	RALGPS1	155	0.755892188																			
ENSG00000204801	RP11-96J15.2	0	0																			
ENSG00000204802	RP11-111F5.4	51	0.877680371																			
ENSG00000175595	ERCC4	182	1.361714217																			
ENSG00000175592	FOSL1	22	0.371836272																			
ENSG00000175591	P2RY2	495	6.577200774																			
ENSG00000242120	RP11-231I13.2	0	0																			
ENSG00000242216	RN7SL97P	0	0																			
ENSG00000279889	RP11-451N19.3	0	0																			
ENSG00000279884	RP11-483E17.1	0	0																			
ENSG00000279885	RP11-637N19.1	0	0																			
ENSG00000279886	RP11-219G17.8	0	0																			
ENSG00000279887	RP11-264L1.1	0	0																			
ENSG00000279880	RP11-855A2.2	3	0.122080633																			
ENSG00000094914	AAAS	896	8.426125522																			
ENSG00000279882	CTB-151G24.2	0	0																			
ENSG00000094916	CBX5	3878	19.75536522																			
ENSG00000108702	CCL1	0	0																			
ENSG00000108700	CCL8	0	0																			
ENSG00000227890	PSMA2P3	0	0																			
ENSG00000272412	RN7SL778P	0	0																			
ENSG00000133107	TRPC4	0	0																			
ENSG00000177990	DPY19L2	1	0.010047731																			
ENSG00000177993	ZNRF3-AS1	0	0																			
ENSG00000177992	SPATA31E1	1	0.019438028																			
ENSG00000277426	CTD-2206N4.5	0	0																			
ENSG00000257642	RP11-474B16.1	0	0																			
ENSG00000133105	RXFP2	0	0																			
ENSG00000231718	RP11-382E9.1	0	0																			
ENSG00000231714	RP11-476H20.1	0	0																			
ENSG00000231715	COX6CP2	0	0																			
ENSG00000231716	CDY23P	0	0																			
ENSG00000233847	AC104113.3	1	0.21334189																			
ENSG00000231711	LINC00899	4	0.048123561																			
ENSG00000271174	RP11-814M22.2	0	0																			
ENSG00000231713	AF064860.7	0	0																			
ENSG00000147416	ATP6V1B2	562	4.558259919																			
ENSG00000135334	AKIRIN2	467	19.59033024																			
ENSG00000135333	EPHA7	1	0.010352461																			
ENSG00000272414	FAM47E-STBD1	31	0.35162213																			
ENSG00000264924	RP11-799B12.2	1	0.171683414																			
ENSG00000131650	KREMEN2	413	5.507813307																			
ENSG00000131652	THOC6	378	4.81600926																			
ENSG00000131653	TRAF7	1860	28.741948																			
ENSG00000230051	CTA-929C8.8	0	0																			
ENSG00000147419	CCDC25	507	3.793344006																			
ENSG00000135338	LCA5	57	0.755415387																			
ENSG00000003147	ICA1	701	6.196655758																			
ENSG00000132305	IMMT	2391	23.69355658																			
ENSG00000273877	RP11-635O16.2	0	0																			
ENSG00000273876	RP11-221H10.2	0	0																			
ENSG00000132300	PTCD3	1065	6.595243766																			
ENSG00000221944	TIGD1	98	3.249657675																			
ENSG00000221946	FXYD7	0	0																			
ENSG00000221947	XKR9	22	0.313259742																			
ENSG00000177663	IL17RA	583	2.983898322																			
ENSG00000237717	RP11-402P6.4	0	0																			
ENSG00000237714	P4HA2-AS1	0	0																			
ENSG00000177666	PNPLA2	969	10.56311609																			
ENSG00000237711	MTCO3P11	0	0																			
ENSG00000240677	MYL6P4	0	0																			
ENSG00000177669	MBOAT4	6	0.345410679																			
ENSG00000240674	RP11-366M4.1	0	0																			
ENSG00000240673	AC006539.2	1	0.173739503																			
ENSG00000237718	AC009095.4	10	0.656436584																			
ENSG00000237719	RP1-179N16.3	9	1.194194237																			
ENSG00000133657	ATP13A3	2390	8.683410865																			
ENSG00000172016	REG3A	1	0.034269091																			
ENSG00000172014	ANKRD20A4	1	0.015927446																			
ENSG00000188266	HYKK	69	0.778091742																			
ENSG00000188263	IL17REL	10	0.23373655																			
ENSG00000104969	SGTA	1047	20.19857348																			
ENSG00000188269	OR7A5	0	0																			
ENSG00000235426	RP11-342M3.5	0	0																			
ENSG00000115808	STRN	1213	11.60278699																			
ENSG00000248318	RP11-713M15.1	0	0																			
ENSG00000248319	RP11-205M3.3	1	0.019941235																			
ENSG00000259978	MRPS21P8	0	0																			
ENSG00000146457	WTAP	727	6.429096822																			
ENSG00000259976	RP11-553L6.5	0	0																			
ENSG00000248315	MTND4LP2	0	0																			
ENSG00000259974	LINC00261	0	0																			
ENSG00000248317	RP11-463H12.2	0	0																			
ENSG00000259972	AC009120.6	85	1.73598921																			
ENSG00000115806	GORASP2	1387	13.04215155																			
ENSG00000259970	AC099668.5	3	0.617329724																			
ENSG00000259971	RP11-44L9.3	0	0																			
ENSG00000214018	RRM2P3	6	0.449063582																			
ENSG00000214019	RP6-218J18.2	13	0.711676342																			
ENSG00000214012	KRT18P38	2	0.135793278																			
ENSG00000214013	GANC	152	0.965046622																			
ENSG00000137880	GCHFR	196	4.523009563																			
ENSG00000214016	RPSAP61	2	0.198276745																			
ENSG00000131771	PPP1R1B	0	0																			
ENSG00000228366	RP11-18B3.3	0	0																			
ENSG00000275092	LA16c-329F2.2	4	0.482235407																			
ENSG00000275091	CTB-55O6.13	0	0																			
ENSG00000275090	RN7SL296P	0	0																			
ENSG00000275097	RP11-627K11.6	1	0.183636057																			
ENSG00000275094	RP11-219H23.1	1	0.179841924																			
ENSG00000064115	TM7SF3	1976	21.3056629																			
ENSG00000118985	ELL2	142	1.339004905																			
ENSG00000147854	UHRF2	306	2.103763892																			
ENSG00000224092	RP11-443B9.1	0	0																			
ENSG00000136628	EPRS	4377	57.09504758																			
ENSG00000279773	AL050303.10	0	0																			
ENSG00000262759	MRPS21P9	0	0																			
ENSG00000088782	DEFB127	0	0																			
ENSG00000275329	RP11-83N9.6	2	0.094458482																			
ENSG00000275328	SPDYE19P	4	0.48832253																			
ENSG00000275325	PDCD6IPP1	0	0																			
ENSG00000275327	RP11-234G16.4	0	0																			
ENSG00000239263	RBM43P1	0	0																			
ENSG00000138028	CGREF1	71	0.73138191																			
ENSG00000138029	HADHB	1354	20.47580988																			
ENSG00000275322	RP11-262A16.1	25	1.920641903																			
ENSG00000188848	BEND4	1	0.005380029																			
ENSG00000251058	RP11-68L1.1	0	0																			
ENSG00000271439	RP11-666A1.7	0	0																			
ENSG00000278972	CTD-3022L24.1	0	0																			
ENSG00000259937	RP11-438D14.2	1	0.084920479																			
ENSG00000271435	RP11-803A13.1	0	0																			
ENSG00000271434	RP13-238F13.3	1	0.048791195																			
ENSG00000271437	RP11-295B17.6	0	0																			
ENSG00000271430	RP3-368A4.5	215	4.802314191																			
ENSG00000271433	PPATP2	0	0																			
ENSG00000188846	RPL14	1843	14.70292858																			
ENSG00000255520	RP11-390K5.3	0	0																			
ENSG00000196814	MVB12B	285	2.90556946																			
ENSG00000234389	AC007278.3	0	0																			
ENSG00000224812	TMEM72-AS1	0	0																			
ENSG00000196811	CHRNG	0	0																			
ENSG00000196810	CTBP1-AS2	116	0.775814331																			
ENSG00000224817	RP11-190J1.3	0	0																			
ENSG00000224816	NAP1L4P2	0	0																			
ENSG00000224819	AC093843.1	0	0																			
ENSG00000224818	RP11-134G8.10	13	1.892249805																			
ENSG00000137225	CAPN11	2	0.039404025																			
ENSG00000141101	NOB1	1085	27.70419953																			
ENSG00000172901	LVRN	3	0.017087454																			
ENSG00000172900	FLJ42102	0	0																			
ENSG00000144161	ZC3H8	188	1.673256047																			
ENSG00000254307	KB-1608C10.2	1	0.0670597																			
ENSG00000145244	CORIN	0	0																			
ENSG00000223517	AC010723.1	0	0																			
ENSG00000236395	AC093106.6	0	0																			
ENSG00000236394	RP11-229P13.15	1	0.150074985																			
ENSG00000236397	DDX11L2	8	0.498102953																			
ENSG00000086991	NOX4	0	0																			
ENSG00000236391	AC092573.2	0	0																			
ENSG00000236390	RP11-25B7.1	0	0																			
ENSG00000236393	RP11-320G24.1	0	0																			
ENSG00000185689	C6orf201	8	0.097282471																			
ENSG00000230714	RP11-152L7.1	0	0																			
ENSG00000236398	TAS2R39	0	0																			
ENSG00000232676	ADH5P2	0	0																			
ENSG00000232677	LINC00665	278	2.227397608																			
ENSG00000174501	ANKRD36C	108	0.976917342																			
ENSG00000174500	GCSAM	2	0.024300249																			
ENSG00000203711	C6orf99	31	1.382350524																			
ENSG00000203710	CR1	1	0.0063107																			
ENSG00000238254	CTC-431G16.3	0	0																			
ENSG00000232671	RP11-126K1.2	19	2.383035057																			
ENSG00000238258	RP11-342D11.2	1	0.111451333																			
ENSG00000238259	AC067940.1	1	0.29014497																			
ENSG00000232678	SPTLC1P4	0	0																			
ENSG00000232679	RP11-400N13.3	0	0																			
ENSG00000116721	PRAMEF1	0	0																			
ENSG00000116726	PRAMEF12	0	0																			
ENSG00000116729	WLS	24	0.244561436																			
ENSG00000266955	RP11-820I16.3	0	0																			
ENSG00000240606	RN7SL564P	0	0																			
ENSG00000145248	SLC10A4	0	0																			
ENSG00000088451	TGDS	151	4.62645044																			
ENSG00000274052	OR7E156P	0	0																			
ENSG00000227488	GAGE12D	0	0																			
ENSG00000270748	IGKV2OR2-1	1	0.286327273																			
ENSG00000270749	RP11-368M16.10	0	0																			
ENSG00000218643	RPL5P20	0	0																			
ENSG00000270747	RP11-344N17.15	0	0																			
ENSG00000270741	PRELID3BP8	0	0																			
ENSG00000270742	RP4-802A10.1	0	0																			
ENSG00000081138	CDH7	2	0.011160853																			
ENSG00000072364	AFF4	961	6.124177028																			
ENSG00000225126	RP4-549F15.1	0	0																			
ENSG00000216560	LINC00955	0	0																			
ENSG00000266002	RP11-567L7.5	0	0																			
ENSG00000266003	RP11-267C16.2	0	0																			
ENSG00000248294	CTD-2023N9.2	0	0																			
ENSG00000227482	RP11-18B16.2	1	0.07117211																			
ENSG00000139044	B4GALNT3	20	0.16474589																			
ENSG00000223450	RP11-52I18.1	0	0																			
ENSG00000236978	RP11-575M4.1	0	0																			
ENSG00000223452	HMGN2P18	0	0																			
ENSG00000227480	CCDC148-AS1	0	0																			
ENSG00000223457	HTATSF1P1	0	0																			
ENSG00000223458	LMO7DN-IT1	0	0																			
ENSG00000227487	NCAM1-AS1	0	0																			
ENSG00000236973	GAPDHP51	0	0																			
ENSG00000236972	FABP5P1	0	0																			
ENSG00000236975	RP5-1065P14.2	0	0																			
ENSG00000236977	ANKRD44-IT1	0	0																			
ENSG00000164976	KIAA1161	638	8.074242518																			
ENSG00000140474	ULK3	701	5.220161627																			
ENSG00000234017	RP11-214N15.5	0	0																			
ENSG00000140470	ADAMTS17	3	0.024443553																			
ENSG00000140471	LINS1	163	1.061122399																			
ENSG00000019505	SYT13	0	0																			
ENSG00000140478	GOLGA6D	1	0.021771759																			
ENSG00000140479	PCSK6	295	1.119997687																			
ENSG00000231063	AC006994.1	0	0																			
ENSG00000269584	TDGF1P7	0	0																			
ENSG00000251152	RP11-281P23.1	0	0																			
ENSG00000269586	CT45A10	173	12.09541508																			
ENSG00000153446	C16orf89	3	0.071976426																			
ENSG00000269580	SIGLEC27P	0	0																			
ENSG00000231060	FARSBP1	0	0																			
ENSG00000153443	UBALD1	435	5.419284891																			
ENSG00000269583	L34079.4	0	0																			
ENSG00000228451	SDAD1P1	12	0.199908496																			
ENSG00000269588	CTB-60E11.11	0	0																			
ENSG00000250541	RP11-302F12.10	0	0																			
ENSG00000228014	ZNF680P1	0	0																			
ENSG00000180458	CTD-3064H18.4	6	0.159859488																			
ENSG00000228016	RAPGEF4-AS1	0	0																			
ENSG00000234537	RP11-100G15.7	3	0.140166652																			
ENSG00000228010	AC073343.13	0	0																			
ENSG00000234535	RP11-37L2.1	3	0.678260969																			
ENSG00000234534	CSNK1G2P1	1	0.091145017																			
ENSG00000234538	ZNF114P1	0	0																			
ENSG00000228019	RP11-166O4.4	0	0																			
ENSG00000085831	TTC39A	920	6.635835401																			
ENSG00000085832	EPS15	1404	14.3440066																			
ENSG00000234019	RP11-236P24.3	0	0																			
ENSG00000064102	ASUN	919	15.92241603																			
ENSG00000264699	RP11-421N8.2	0	0																			
ENSG00000228933	RP11-268G12.1	0	0																			
ENSG00000068489	PRR11	1994	28.46767253																			
ENSG00000264695	RP11-178F10.2	0	0																			
ENSG00000089327	FXYD5	3	0.043355549																			
ENSG00000264693	RP11-63N3.1	0	0																			
ENSG00000168090	COPS6	1013	14.74028679																			
ENSG00000168092	PAFAH1B2	1819	15.17632607																			
ENSG00000168096	ANKS3	309	1.698035676																			
ENSG00000239205	RP11-747D18.1	0	0																			
ENSG00000111737	RAB35	915	12.27968612																			
ENSG00000111731	C2CD5	523	4.528895744																			
ENSG00000111732	AICDA	1	0.01873918																			
ENSG00000267356	RP11-411B10.3	0	0																			
ENSG00000267355	RPL9P29	5	0.733924882																			
ENSG00000267354	RP11-749H17.2	0	0																			
ENSG00000267353	CTD-2162K18.3	0	0																			
ENSG00000079313	REXO1	421	4.7138983																			
ENSG00000087470	DNM1L	1210	5.21794556																			
ENSG00000103496	STX4	403	3.501253872																			
ENSG00000103495	MAZ	4431	24.76535831																			
ENSG00000130669	PAK4	1691	11.44223138																			
ENSG00000239665	RP11-295P9.3	107	0.326388845																			
ENSG00000267359	RP11-1094M14.12	0	0																			
ENSG00000103490	PYCARD	302	8.433615872																			
ENSG00000224109	CENPVP3	0	0																			
ENSG00000107937	GTPBP4	2287	26.74255624																			
ENSG00000224107	LINC00633	0	0																			
ENSG00000220666	RCC2P7	5	0.344317607																			
ENSG00000224104	AC079809.2	0	0																			
ENSG00000224101	ELMO1-AS1	0	0																			
ENSG00000224100	AP001630.5	0	0																			
ENSG00000264529	RP11-556O9.3	0	0																			
ENSG00000106049	HIBADH	980	21.79457342																			
ENSG00000264520	RP4-777O23.2	2	0.473062451																			
ENSG00000264522	OTUD7B	887	6.003789824																			
ENSG00000264527	WI2-1959D15.1	0	0																			
ENSG00000262202	RP11-160E2.6	1	0.136645983																			
ENSG00000236626	MTND5P17	0	0																			
ENSG00000092978	GPATCH2	1127	10.84811811																			
ENSG00000262209	PCDHGB3	22	0.267004574																			
ENSG00000225476	AC013437.6	0	0																			
ENSG00000225477	CTD-2302A16.2	0	0																			
ENSG00000225470	JPX	149	1.793867042																			
ENSG00000220483	SLC25A51P1	0	0																			
ENSG00000225472	RP11-120J1.1	0	0																			
ENSG00000225473	ATP13A4-AS1	0	0																			
ENSG00000118514	ALDH8A1	2	0.025193485																			
ENSG00000118515	SGK1	73	0.240828657																			
ENSG00000150938	CRIM1	431	4.629935773																			
ENSG00000118513	MYB	420	2.614143861																			
ENSG00000146576	C7orf26	451	6.80250206																			
ENSG00000273894	SLC20A1P2	0	0																			
ENSG00000229766	RP5-971N18.3	1	0.033260791																			
ENSG00000229760	RP11-266I3.5	0	0																			
ENSG00000229761	RPS20P1	0	0																			
ENSG00000229762	RP11-419M24.1	0	0																			
ENSG00000136014	USP44	0	0																			
ENSG00000229769	TRBV10-2	0	0																			
ENSG00000156194	PPEF2	1	0.01137526																			
ENSG00000248237	RP11-593F5.1	0	0																			
ENSG00000184361	SPATA32	3	0.084700121																			
ENSG00000184363	PKP3	1650	18.86066869																			
ENSG00000163046	ANKRD30BL	1	0.013611179																			
ENSG00000134146	DPH6	151	1.297122836																			
ENSG00000184368	MAP7D2	6	0.07425863																			
ENSG00000115944	COX7A2L	1192	13.05289323																			
ENSG00000163040	CCDC74A	44	0.582332808																			
ENSG00000163041	H3F3A	241	4.716240657																			
ENSG00000222880	RN7SKP261	0	0																			
ENSG00000105767	CADM4	60	2.263848608																			
ENSG00000242103	RP11-10G15.4	0	0																			
ENSG00000166278	C2	7	0.06120587																			
ENSG00000283040	FAM166AP3	0	0																			
ENSG00000222889	RN7SKP29	0	0																			
ENSG00000166275	BORCS7	160	4.000901212																			
ENSG00000166272	WBP1L	600	6.588482163																			
ENSG00000283043	RP11-284H12.1	0	0																			
ENSG00000244361	RPL30P7	0	0																			
ENSG00000244363	RPL7P23	38	4.428034719																			
ENSG00000244362	KRTAP19-7	0	0																			
ENSG00000249269	RP11-756P10.4	0	0																			
ENSG00000152475	ZNF837	69	1.498899465																			
ENSG00000183562	CTC-343N3.1	2	0.117467599																			
ENSG00000230718	RP11-272L13.2	0	0																			
ENSG00000149599	DUSP15	2	0.032244301																			
ENSG00000056277	ZNF280C	212	3.880043719																			
ENSG00000149591	TAGLN	33	0.324689101																			
ENSG00000149596	JPH2	12	0.155666452																			
ENSG00000028528	SNX1	1250	7.30879694																			
ENSG00000181467	RAP2B	475	8.431134416																			
ENSG00000168542	COL3A1	12	0.111677739																			
ENSG00000168546	GFRA2	1	0.008794048																			
ENSG00000251613	CTC-347C20.1	0	0																			
ENSG00000188107	EYS	2	0.007566039																			
ENSG00000188100	FAM25A	1	0.252299974																			
ENSG00000188101	ALOX15P2	1	0.045884813																			
ENSG00000242315	RN7SL685P	0	0																			
ENSG00000114812	VIPR1	537	3.868178492																			
ENSG00000240106	RN7SL146P	0	0																			
ENSG00000186854	TRABD2A	4	0.031617687																			
ENSG00000091409	ITGA6	120	0.969500415																			
ENSG00000260510	AC004381.7	0	0																			
ENSG00000251605	CTD-2037K23.1	0	0																			
ENSG00000254230	RP11-582J16.3	0	0																			
ENSG00000254231	CTD-2284J15.1	10	0.424188553																			
ENSG00000254236	KB-1639H6.2	0	0																			
ENSG00000266588	RP1-56K13.5	0	0																			
ENSG00000260516	RP11-17M15.4	0	0																			
ENSG00000254235	RP11-115J16.1	0	0																			
ENSG00000260518	BMS1P8	0	0																			
ENSG00000260519	RP11-109E24.2	0	0																			
ENSG00000254238	RP11-300E4.2	0	0																			
ENSG00000254239	GS1-39E22.2	0	0																			
ENSG00000251608	OR12D1	0	0																			
ENSG00000251609	SETP12	0	0																			
ENSG00000214978	GSG1L2	0	0																			
ENSG00000214975	PPIAP29	23	4.012024637																			
ENSG00000214976	VDAC2P1	1	0.090859594																			
ENSG00000214970	CTC-297N7.7	0	0																			
ENSG00000214973	CHCHD3P3	21	2.85611455																			
ENSG00000074276	CDHR2	9	0.119401222																			
ENSG00000258721	OR11H3P	0	0																			
ENSG00000258722	CKAP2P1	0	0																			
ENSG00000258723	RP11-332E19.2	0	0																			
ENSG00000258724	CTD-2135J3.4	9	0.446886149																			
ENSG00000257002	AP000438.2	4	0.464851755																			
ENSG00000258726	DUXAP6	0	0																			
ENSG00000258727	RP11-66N24.3	148	3.972437627																			
ENSG00000258728	RP11-195F19.29	0	0																			
ENSG00000258729	RP11-404P21.6	0	0																			
ENSG00000277096	RP11-324J13.3	0	0																			
ENSG00000249729	RP11-55C6.1	0	0																			
ENSG00000119397	CNTRL	318	2.223136819																			
ENSG00000119396	RAB14	2092	41.58434348																			
ENSG00000119392	GLE1	1431	30.23330091																			
ENSG00000154133	ROBO4	0	0																			
ENSG00000154134	ROBO3	26	0.137284244																			
ENSG00000230977	AC023274.6	0	0																			
ENSG00000187109	NAP1L1	6864	20.15979374																			
ENSG00000187105	HEATR4	9	0.11545931																			
ENSG00000180336	C17orf104	33	0.275859453																			
ENSG00000240255	PSMC1P6	1	0.065992033																			
ENSG00000187103	FUNDC2P3	0	0																			
ENSG00000223869	RP11-323K10.1	0	0																			
